id,title,city,property,area(m²),price(TND),longitude,latitude,link
1,Vente terrain à Gammarth. Surface de 600 m²,Gammarth à       La Marsa      ,Terrain,600,570 000,10.288893,36.917739,https://www.mubawab.tn/fr/a/7665204/vente-terrain-%C3%A0-gammarth-surface-de-600-m%C2%B2
2,Terrain a vendre a 8 min de plage J. Hammamet,Hammamet Sud à       Hammamet      ,Terrain,260,15 600,10.61457,36.40108,https://www.mubawab.tn/fr/a/7957659/terrain-a-vendre-a-8-min-de-plage-j-hammamet
3,Terrain habitation ind. En vente,Ben Arous à       Ben Arous      ,Terrain,435,240 000,10.22122,36.77228,https://www.mubawab.tn/fr/a/7935034/terrain-habitation-ind-en-vente
4,Terrain à vendre à Chotrana 3,Chotrana 3 à       La Soukra      ,Terrain,1006,1 000 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7903795/terrain-%C3%A0-vendre-%C3%A0-chotrana-3
5,Terrain constructible a la Soukra,La Soukra à       La Soukra      ,Terrain,400,420 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7853380/terrain-constructible-a-la-soukra
6,Investissement de 4000m à haouaria,El Haouaria      ,Terrain,4000,75 000,11.016667,37.05,https://www.mubawab.tn/fr/a/7812372/investissement-de-4000m-%C3%A0-haouaria
7,Terrain à vendre,Kairouan Ville à       Kairouan Ville      ,Terrain,250,70 000,10.0924,35.6776,https://www.mubawab.tn/fr/a/7958442/terrain-%C3%A0-vendre
8,A vendre des Lots de terrain à Dar Alouche,Kélibia      ,Terrain,384,50 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7860505/a-vendre-des-lots-de-terrain-%C3%A0-dar-alouche
9,Terrain commerciale sur le route X,Les Jardins d'El Menzah 1 à       Ariana Ville      ,Terrain,400,520 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7959237/terrain-commerciale-sur-le-route-x
10,A Vendre Terrain de 1000m² à Bizerte,Utique      ,Terrain,1000,200 000,9.9465077,37.0075015,https://www.mubawab.tn/fr/a/7942891/a-vendre-terrain-de-1000m%C2%B2-%C3%A0-bizerte
11,À vendre terrain à bhar lazreg,Bhar Lazreg à       La Marsa      ,Terrain,125,90 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7458645/%C3%A0-vendre-terrain-%C3%A0-bhar-lazreg
12,"2 Lots A Vendre à Cap Zbib, Ras Jebel",Ras Jebel      ,Terrain,419,146 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7956801/2-lots-a-vendre-%C3%A0-cap-zbib-ras-jebel
13,Terrain à quelques mètres de la mer à Chat Mami,Ras Jebel      ,Terrain,313,172 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7882468/terrain-%C3%A0-quelques-m%C3%A8tres-de-la-mer-%C3%A0-chat-mami
14,Terrain khalifa,Hammamet Nord à       Hammamet      ,Terrain,200,200 000,10.661894,36.419773,https://www.mubawab.tn/fr/a/7952527/terrain-khalifa
15,Terrain AFH,Nabeul à       Nabeul      ,Terrain,511,740 950,10.73505,36.45056,https://www.mubawab.tn/fr/a/7957521/terrain-afh
16,Terrain à vendre,Kairouan Ville à       Kairouan Ville      ,Terrain,300,180 000,10.0924,35.6776,https://www.mubawab.tn/fr/a/7958504/terrain-%C3%A0-vendre
17,Terrain industriel 1500m² el fahs,El Fahs      ,Terrain,1500,525 000,9.54379,36.22305,https://www.mubawab.tn/fr/a/7949821/terrain-industriel-1500m%C2%B2-el-fahs
18,Terraina vendre a Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,300,54 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7958301/terraina-vendre-a-hammamet-sud
19,Terrain 300 m² à kelibia,Kélibia      ,Terrain,300,120 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7944000/terrain-300-m%C2%B2-%C3%A0-kelibia
20,Terrain d’habitation 600 m² à Ezzahra Kelibia,Hammam Ghezèze      ,Terrain,600,180 000,11.10203,36.91237,https://www.mubawab.tn/fr/a/7943998/terrain-d%E2%80%99habitation-600-m%C2%B2-%C3%A0-ezzahra-kelibia
21,Terrain agricole 7226 m² à Kelibia,Kélibia      ,Terrain,7226,295 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7577513/terrain-agricole-7226-m%C2%B2-%C3%A0-kelibia
22,Terrain d’habitation à 500 mètres de plage Kerkoue,Kélibia      ,Terrain,250,50 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7546017/terrain-d%E2%80%99habitation-%C3%A0-500-m%C3%A8tres-de-plage-kerkoue
23,Terrain a vendre,Hammamet Sud à       Hammamet      ,Terrain,400,60 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7955439/terrain-a-vendre
24,Terrain pour une promotion immobilière,Cité El Agba à       Monastir Ville      ,Terrain,421,990 000,10.827216,35.755394,https://www.mubawab.tn/fr/a/7390413/terrain-pour-une-promotion-immobili%C3%A8re
25,Terrain habitation collective en vente,Monastir Ville      ,Terrain,420,840 000,10.8225,35.7678,https://www.mubawab.tn/fr/a/7776934/terrain-habitation-collective-en-vente
26,Terrain de 2.5 hectare a morneg,Tarhouna 1 à       Mornag      ,Terrain,25000,750 000,10.29964,36.68902,https://www.mubawab.tn/fr/a/7943928/terrain-de-2-5-hectare-a-morneg
27,Terrain commercial Djerba midoun 936 m² titre bleu,Djerba à       Djerba      ,Terrain,936,680 000,10.8451467,33.8075978,https://www.mubawab.tn/fr/a/7841276/terrain-commercial-djerba-midoun-936-m%C2%B2-titre-bleu
28,Terrain la Palmeraie de Taiba Borj Louzir,Borj Louzir à       La Soukra      ,Terrain,3950,2 962 500,10.25,36.883333,https://www.mubawab.tn/fr/pa/7427076/terrain-la-palmeraie-de-taiba-borj-louzir
29,Terrain la Palmeraie de Taiba Borj Louzir,Borj Louzir à       La Soukra      ,Terrain,6250,3 625 000,10.25,36.883333,https://www.mubawab.tn/fr/pa/7427073/terrain-la-palmeraie-de-taiba-borj-louzir
30,Terrain 632m² à la soukra Chotrana II,La Soukra à       La Soukra      ,Terrain,633,664 125,10.27417,36.88833,https://www.mubawab.tn/fr/a/7925295/terrain-632m%C2%B2-%C3%A0-la-soukra-chotrana-ii
31,Une opportunité de terrain a hergla,Hergla      ,Terrain,317,76 080,10.5079,36.0301,https://www.mubawab.tn/fr/a/7868923/une-opportunit%C3%A9-de-terrain-a-hergla
32,Terrain de 660m² à la Soukra,La Soukra à       La Soukra      ,Terrain,660,627 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7806788/terrain-de-660m%C2%B2-%C3%A0-la-soukra
33,Bureau vendre à Sfax Ville REF B411,Sfax Ville à       Sfax Ville      ,Terrain,108,258 816,10.28607,36.763943,https://www.mubawab.tn/fr/pa/7851015/bureau-vendre-%C3%A0-sfax-ville-ref-b411
34,A vendre 713m² à Hammamet à 7min du centre ville,Hammamet à       Hammamet      ,Terrain,713,75 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7917675/a-vendre-713m%C2%B2-%C3%A0-hammamet-%C3%A0-7min-du-centre-ville
35,A vendre un terrain de 1269 m² à la Soukra,La Soukra à       La Soukra      ,Terrain,1269,760 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7846048/a-vendre-un-terrain-de-1269-m%C2%B2-%C3%A0-la-soukra
36,Terrain commercial Manar2,El Manar 2 à       El Menzah      ,Terrain,750,2 200 000,10.152483,36.838561800000015,https://www.mubawab.tn/fr/a/7931095/terrain-commercial-manar2
37,Terrain agricole en vente,Hammamet Nord à       Hammamet      ,Terrain,348,382 800,10.661894,36.419773,https://www.mubawab.tn/fr/a/7521820/terrain-agricole-en-vente
38,Terrain habitation ind. En vente,Hammamet Nord à       Hammamet      ,Terrain,341,221 650,10.661894,36.419773,https://www.mubawab.tn/fr/a/7807297/terrain-habitation-ind-en-vente
39,Terrain agricole en vente,Hammamet Nord à       Hammamet      ,Terrain,130,97 500,10.661894,36.419773,https://www.mubawab.tn/fr/a/7938493/terrain-agricole-en-vente
40,Terrain Clôturé à Chott Meriem,Chott Meriem à       Akouda      ,Terrain,1065,200 000,10.57,35.87,https://www.mubawab.tn/fr/a/7941171/terrain-cl%C3%B4tur%C3%A9-%C3%A0-chott-meriem
41,Villa à demolir à vendre à bouhssina,Bouhssina à       Sousse Ville      ,Terrain,1345,1 540 000,10.5967322,35.82129249999999,https://www.mubawab.tn/fr/a/7905875/villa-%C3%A0-demolir-%C3%A0-vendre-%C3%A0-bouhssina
42,Terrain de promotion a vendre a hergla,Hergla      ,Terrain,937,815 000,10.568995,36.40400699999999,https://www.mubawab.tn/fr/a/7807263/terrain-de-promotion-a-vendre-a-hergla
43,Terrain habitation collective en vente,Ksibet el-Médiouni      ,Terrain,248,80 000,10.842325,35.688584,https://www.mubawab.tn/fr/a/7953787/terrain-habitation-collective-en-vente
44,A vendre Terrain clôturé à Ghar el Melh,Ghar El Melh      ,Terrain,650,260 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7805300/a-vendre-terrain-cl%C3%B4tur%C3%A9-%C3%A0-ghar-el-melh
45,Marsa el wifek une ancienne maison,La Marsa à       La Marsa      ,Terrain,780,2 500 000,10.325278000000003,36.87638899999999,https://www.mubawab.tn/fr/a/7832838/marsa-el-wifek-une-ancienne-maison
46,A vendre terrain 200m² Double façade à AFH Nabeul,Neapolis à       Nabeul      ,Terrain,200,240 000,10.717964616411898,36.44235847322787,https://www.mubawab.tn/fr/a/7960627/a-vendre-terrain-200m%C2%B2-double-fa%C3%A7ade-%C3%A0-afh-nabeul
47,Offre terrain 600 M2/880dt le m2,Chotrana 2 à       La Soukra      ,Terrain,600,530 000,10.2835035,36.8623859,https://www.mubawab.tn/fr/a/7960588/offre-terrain-600-m2-880dt-le-m2
48,Terrain pieds dans l'eau à plage hammem ghezez,Hammam El Ghezaz      ,Terrain,399,440 000,11.048549,36.930637,https://www.mubawab.tn/fr/a/7814426/terrain-pieds-dans-l-eau-%C3%A0-plage-hammem-ghezez
49,Terrain à vendre à Hammamet Sud. Surface de 255 m².,Hammamet Sud à       Hammamet      ,Terrain,255,58 650,10.61457,36.40108,https://www.mubawab.tn/fr/a/7960511/terrain-%C3%A0-vendre-%C3%A0-hammamet-sud-surface-de-255-m%C2%B2-
50,A vendre terrain au Golf Palm links Monastir,Zone Touristique à       Monastir Ville      ,Terrain,1274,1 150 000,10.71383834838867,35.77058564606845,https://www.mubawab.tn/fr/a/7934603/a-vendre-terrain-au-golf-palm-links-monastir
51,Un terrain a vendre à Sahloul 4,Sahloul à       Sousse Ville      ,Terrain,400,520 000,10.6339,35.8273,https://www.mubawab.tn/fr/a/7946887/un-terrain-a-vendre-%C3%A0-sahloul-4
52,Terrain à la vente à Cité Bou Akroucha. Surface totale 125 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,125,52 500,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942066/terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-bou-akroucha-surface-totale-125-m%C2%B2
53,Terrain la Palmeraie de Taiba Borj Louzir,Borj Louzir à       La Soukra      ,Terrain,4400,2 728 000,10.25,36.883333,https://www.mubawab.tn/fr/pa/7427069/terrain-la-palmeraie-de-taiba-borj-louzir
54,Vente de terrain à Cité Bou Akroucha. Superficie 159 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,159,66 780,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942063/vente-de-terrain-%C3%A0-cit%C3%A9-bou-akroucha-superficie-159-m%C2%B2
55,Terrain à acheter à Cité Bou Akroucha. Surface de 125 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,125,52 500,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942067/terrain-%C3%A0-acheter-%C3%A0-cit%C3%A9-bou-akroucha-surface-de-125-m%C2%B2
56,Terrain à la vente à Cité Bou Akroucha. Surface totale 159 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,159,66 780,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942062/terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-bou-akroucha-surface-totale-159-m%C2%B2
57,Terrain habitation ind. En vente,El Menzah 9 à       El Menzah      ,Terrain,2737,3 558 100,10.1410889,36.8482637,https://www.mubawab.tn/fr/a/7939141/terrain-habitation-ind-en-vente
58,A Vendre un terrain à BOU HNACH,Bou Hnech à       Raoued      ,Terrain,5000,225 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7930088/a-vendre-un-terrain-%C3%A0-bou-hnach
59,A Vendre un terrain à BOU HNACH,Bou Hnech à       Raoued      ,Terrain,6000,270 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7930098/a-vendre-un-terrain-%C3%A0-bou-hnach
60,A Vendre un terrain à SIDI SOFIAN LA SOUKRA,Sidi Soufiene à       La Soukra      ,Terrain,499,324 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7929644/a-vendre-un-terrain-%C3%A0-sidi-sofian-la-soukra
61,A vendre un terrain à Borj Touil,Borj Touil à       Raoued      ,Terrain,1653,578 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7935354/a-vendre-un-terrain-%C3%A0-borj-touil
62,A vendre un terrain à El Ghazala,Ariana à       Ariana Ville      ,Terrain,638,415 000,10.178103810325807,36.89415998747592,https://www.mubawab.tn/fr/a/7935356/a-vendre-un-terrain-%C3%A0-el-ghazala
63,Terrain en vente a kantaoui,El Kantaoui à       Hammam Sousse      ,Terrain,500,150 000,10.5972,35.8569,https://www.mubawab.tn/fr/a/7875488/terrain-en-vente-a-kantaoui
64,Terrain habitation ind. En vente,Salakta      ,Terrain,230,95 000,11.0400653,35.3947171,https://www.mubawab.tn/fr/a/7960388/terrain-habitation-ind-en-vente
65,Terrain a vendre a la Soukra,Chotrana 1 à       La Soukra      ,Terrain,280,200 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7926455/terrain-a-vendre-a-la-soukra
66,Terrain de Villa 604 m² à chotrana 2,Chotrana 2 à       La Soukra      ,Terrain,604,761 040,10.217961,36.896544,https://www.mubawab.tn/fr/a/7833788/terrain-de-villa-604-m%C2%B2-%C3%A0-chotrana-2
67,A vendre des Lots De Terrain à Chotran 3,Chotrana 3 à       La Soukra      ,Terrain,499,324 000,10.217961,36.896544,https://www.mubawab.tn/fr/a/7921304/a-vendre-des-lots-de-terrain-%C3%A0-chotran-3
68,Terrain viabilisé a vendre hammamet,Hammamet à       Hammamet      ,Terrain,745,490 000,10.62619,36.40702,https://www.mubawab.tn/fr/a/7492499/terrain-viabilis%C3%A9-a-vendre-hammamet
69,"Terrain à vendre à Oued Lasoud, Birbouregba",Bir Bouregba      ,Terrain,10018,146 000,10.58815,36.4266,https://www.mubawab.tn/fr/a/7914517/terrain-%C3%A0-vendre-%C3%A0-oued-lasoud-birbouregba
70,Terrain de 650m2 à vendre près de residence jannette Hammamet Nord,Hammamet Nord à       Hammamet      ,Terrain,650,975 000,10.62391,36.40529,https://www.mubawab.tn/fr/a/7932008/terrain-de-650m2-%C3%A0-vendre-pr%C3%A8s-de-residence-jannette-hammamet-nord
71,Terrain a vendre mrezga hammamet nord,Hammamet Nord à       Hammamet      ,Terrain,208,210 000,10.62247,36.40726,https://www.mubawab.tn/fr/a/7805541/terrain-a-vendre-mrezga-hammamet-nord
72,Terrain à usage d'habitation a vendre Nabeul,Nabeul à       Nabeul      ,Terrain,1250,1 250 000,10.73863,36.45355,https://www.mubawab.tn/fr/a/7661306/terrain-%C3%A0-usage-d-habitation-a-vendre-nabeul
73,Terrain a vendre oued lassoued hammamet,Hammamet à       Hammamet      ,Terrain,5000,250 000,10.62247,36.40726,https://www.mubawab.tn/fr/a/7661325/terrain-a-vendre-oued-lassoued-hammamet
74,Vente terrain à La soukra,La Soukra à       La Soukra      ,Terrain,250,340 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7960039/vente-terrain-%C3%A0-la-soukra
75,Beau terrain à la vente à Cité Bou Akroucha. Superficie 186 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,186,78 120,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942075/beau-terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-bou-akroucha-superficie-186-m%C2%B2
76,Terrain chotrana 3,Chotrana 3 à       La Soukra      ,Terrain,260,360 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7954279/terrain-chotrana-3
77,Terrain 5000m2 à Sidi thabet,Chorchef 2 à       Sidi Thabet      ,Terrain,5000,400 000,10.2243965,36.8240829,https://www.mubawab.tn/fr/a/7788622/terrain-5000m2-%C3%A0-sidi-thabet
78,Terrain à Vendre à HAMMAMET,Hammamet à       Hammamet      ,Terrain,1000,220 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7928955/terrain-%C3%A0-vendre-%C3%A0-hammamet
79,Terrain de 790 m² à Lotissement Msekni,Hergla      ,Terrain,790,165 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7882101/terrain-de-790-m%C2%B2-%C3%A0-lotissement-msekni
80,Terrain a vendre à citè Nozha Hergla,Hergla      ,Terrain,838,670 400,10.5079,36.0301,https://www.mubawab.tn/fr/a/7838433/terrain-a-vendre-%C3%A0-cit%C3%A8-nozha-hergla
81,Terrain habitation en deuxième position de la mer,Hergla      ,Terrain,714,770 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7885058/terrain-habitation-en-deuxi%C3%A8me-position-de-la-mer
82,A vendre terrain coté Jinen Hammamet,Hammamet Sud à       Hammamet      ,Terrain,188,72 500,10.61457,36.40108,https://www.mubawab.tn/fr/a/7960036/a-vendre-terrain-cot%C3%A9-jinen-hammamet
83,A vendre terrain à Yasmine Hammamet,Yasmine Hammamet à       Hammamet      ,Terrain,304,106 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7960022/a-vendre-terrain-%C3%A0-yasmine-hammamet
84,Terrain à vendre à Oued Ellil. Surface de 250 m².,Oued Ellil à       Oued Ellil      ,Terrain,250,120 000,9.9089889,36.809409900000006,https://www.mubawab.tn/fr/a/7459396/terrain-%C3%A0-vendre-%C3%A0-oued-ellil-surface-de-250-m%C2%B2-
85,Terrain habitation ind. En vente,Mégrine à       Mégrine      ,Terrain,480,480 000,10.2622167,36.6938694,https://www.mubawab.tn/fr/a/7951178/terrain-habitation-ind-en-vente
86,"A vendre terrain 846m² à Sidi Mahersi, Nabeul",Sidi El Mahrsi à       Nabeul      ,Terrain,846,677 000,10.702592776529833,36.44273592903804,https://www.mubawab.tn/fr/a/7837494/a-vendre-terrain-846m%C2%B2-%C3%A0-sidi-mahersi-nabeul
87,Terrain à vendre à Choutrana 3,Chotrana 3 à       La Soukra      ,Terrain,681,885 300,10.25,36.883333,https://www.mubawab.tn/fr/a/7959982/terrain-%C3%A0-vendre-%C3%A0-choutrana-3
88,A vendre terrain en face Folla Palm Lake Monastir,Zone Touristique à       Monastir Ville      ,Terrain,520,780 000,10.726884613037111,35.76167123522096,https://www.mubawab.tn/fr/a/7934568/a-vendre-terrain-en-face-folla-palm-lake-monastir
89,A vendre un terrain à Skanes Ennozha Monastir,Skanes à       Monastir Ville      ,Terrain,523,418 400,10.8225,35.7678,https://www.mubawab.tn/fr/a/7900532/a-vendre-un-terrain-%C3%A0-skanes-ennozha-monastir
90,Joli terrain 214m² à Gammarth village,Gammarth Village à       La Marsa      ,Terrain,214,235 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7949165/joli-terrain-214m%C2%B2-%C3%A0-gammarth-village
91,Joli terrain 285m² à Gammarth village,Gammarth Village à       La Marsa      ,Terrain,285,313 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7949430/joli-terrain-285m%C2%B2-%C3%A0-gammarth-village
92,Terrain de promotion 6200m² à la Soukra,La Soukra à       La Soukra      ,Terrain,6200,6 820 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7822952/terrain-de-promotion-6200m%C2%B2-%C3%A0-la-soukra
93,Terrain 671m² à Ain Zaghouan,Ain Zaghouan Sud à       La Marsa      ,Terrain,671,872 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7917100/terrain-671m%C2%B2-%C3%A0-ain-zaghouan
94,Joli terrain 428m² à Gammarth village,Gammarth Village à       La Marsa      ,Terrain,428,470 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7949453/joli-terrain-428m%C2%B2-%C3%A0-gammarth-village
95,Terrain de 250m² à Sidi Sré,Monastir Ville à       Monastir Ville      ,Terrain,250,195 000,10.8225,35.7678,https://www.mubawab.tn/fr/a/7947045/terrain-de-250m%C2%B2-%C3%A0-sidi-sr%C3%A9
96,Terrain proche de la mer,Monastir Ville à       Monastir Ville      ,Terrain,513,924 000,10.8225,35.7678,https://www.mubawab.tn/fr/a/7930022/terrain-proche-de-la-mer
97,Terrain à Bhar Lazreg,Bhar Lazreg à       La Marsa      ,Terrain,318,206 700,10.325278,36.876389,https://www.mubawab.tn/fr/a/7536475/terrain-%C3%A0-bhar-lazreg
98,Terrain à vendre Ariana,Ariana à       Ariana Ville      ,Terrain,1028,650 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7959831/terrain-%C3%A0-vendre-ariana
99,A vendre terrain à chotrana 2,Chotrana 2 à       La Soukra      ,Terrain,1250,1 000 000,10.217961000000004,36.89654399999999,https://www.mubawab.tn/fr/a/7865834/a-vendre-terrain-%C3%A0-chotrana-2
100,A vendre 1000m² à 71 Hammamet Sud 5min de la mer,Hammamet Sud à       Hammamet      ,Terrain,1000,140 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7854893/a-vendre-1000m%C2%B2-%C3%A0-71-hammamet-sud-5min-de-la-mer
101,Terrain 243 m² à plage Ezahra hamam ghzez kelibia,Hammam El Ghezaz      ,Terrain,243,365 000,11.048549,36.930637,https://www.mubawab.tn/fr/a/7942442/terrain-243-m%C2%B2-%C3%A0-plage-ezahra-hamam-ghzez-kelibia
102,Terrain à 500 mètres plage Fatha Kelibia,Kélibia      ,Terrain,208,115 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7959836/terrain-%C3%A0-500-m%C3%A8tres-plage-fatha-kelibia
103,Opportunité Terrain La Marsa,La Marsa à       La Marsa      ,Terrain,350,1 620 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7913835/opportunit%C3%A9-terrain-la-marsa
104,Terrain Acajou à Vendre à Borj Cedria,Borj Cedria à       Hammam Chatt      ,Terrain,564,450 000,9.97244,36.0683,https://www.mubawab.tn/fr/a/7959794/terrain-acajou-%C3%A0-vendre-%C3%A0-borj-cedria
105,Terrain d’habitation 246 m² à kelibia,Kélibia      ,Terrain,246,150 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7799231/terrain-d%E2%80%99habitation-246-m%C2%B2-%C3%A0-kelibia
106,Terrain d’habitation 323 m² à Assemer Kelibia,Kélibia      ,Terrain,323,110 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7752951/terrain-d%E2%80%99habitation-323-m%C2%B2-%C3%A0-assemer-kelibia
107,Terrain à vendre à la marsa,La Marsa à       La Marsa      ,Terrain,346,485 000,10.2762232,36.8941992,https://www.mubawab.tn/fr/a/7924566/terrain-%C3%A0-vendre-%C3%A0-la-marsa
108,Terrain a vendre à Gammarth,Cité El Khalil à       La Marsa      ,Terrain,280,380 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7929949/terrain-a-vendre-%C3%A0-gammarth
109,14Ha dans la region de Mzar Sidi Salah,Bou Salem      ,Terrain,140000,85 000,8.877847772722145,36.65736205679309,https://www.mubawab.tn/fr/a/7959776/14ha-dans-la-region-de-mzar-sidi-salah
110,Terrain Ichkeul à Vendre à Mateur,Mateur      ,Terrain,6000,450 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7916499/terrain-ichkeul-%C3%A0-vendre-%C3%A0-mateur
111,Terrain habitation ind. En vente,Zone Touristique à       Mahdia Ville      ,Terrain,523,549 150,11.0661,35.5044,https://www.mubawab.tn/fr/a/7959592/terrain-habitation-ind-en-vente
112,"A vendre Terrain à Dhar Damous, Ras Jebel",Ras Jebel      ,Terrain,142,54 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7894208/a-vendre-terrain-%C3%A0-dhar-damous-ras-jebel
113,"Terrain clôture de 535m² à Ras Jebel, Bizerte",Ras Jebel      ,Terrain,535,210 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7890962/terrain-cl%C3%B4ture-de-535m%C2%B2-%C3%A0-ras-jebel-bizerte
114,Terrain constructible de 195m² à Ras Jebel,Ras Jebel      ,Terrain,195,127 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7890957/terrain-constructible-de-195m%C2%B2-%C3%A0-ras-jebel
115,"7 lots A Vendre Route de la plage, Ras Jebel Bizerte",Ras Jebel      ,Terrain,121,63 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7869519/7-lots-a-vendre-route-de-la-plage-ras-jebel-bizerte
116,"Terrain d'olives à Ras Jebel, Bizerte",Ras Jebel      ,Terrain,2934,350 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7882452/terrain-d-olives-%C3%A0-ras-jebel-bizerte
117,Terrain agricole en vente,La Manouba à       La Manouba      ,Terrain,1100,190 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7959574/terrain-agricole-en-vente
118,Terrain a vendre,Naassen à       Fouchana      ,Terrain,200,55 000,10.23481,36.69229,https://www.mubawab.tn/fr/a/7959572/terrain-a-vendre
119,Terrain magic life,Yasmine Hammamet à       Hammamet      ,Terrain,2500,800 000,10.661894,36.41977299999999,https://www.mubawab.tn/fr/a/7816752/terrain-magic-life
120,Vente lots de terrain a bjaoua 49md 88md,Cité Bejoua 2 à       Oued Ellil      ,Terrain,300,51 000,9.5375,33.8869,https://www.mubawab.tn/fr/a/7129811/vente-lots-de-terrain-a-bjaoua-49md-88md
121,Vente ennasr2 terrain 595m² titre individuel,Cité Ennasr 2 à       Ariana Ville      ,Terrain,595,890 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7703586/vente-ennasr2-terrain-595m%C2%B2-titre-individuel
122,Vente riadh landalous terrain 400m²,Ariana à       Ariana Ville      ,Terrain,400,389 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7789521/vente-riadh-landalous-terrain-400m%C2%B2
123,A vendre un terrain 276m² à Skanes Monastir,Skanes à       Monastir Ville      ,Terrain,276,330 000,10.8225,35.7678,https://www.mubawab.tn/fr/a/7900513/a-vendre-un-terrain-276m%C2%B2-%C3%A0-skanes-monastir
124,Terrain à la vente à Cité Bou Akroucha. Surface totale 162 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,162,68 040,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942072/terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-bou-akroucha-surface-totale-162-m%C2%B2
125,A vendre 1 hectare a douikha Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,10000,700 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7933461/a-vendre-1-hectare-a-douikha-hammamet-sud
126,Beau terrain à la vente à Cité Bou Akroucha. Superficie 174 m²,Cité Bou Akroucha à       Mohamadia      ,Terrain,174,73 080,10.165859948947094,36.67415220521856,https://www.mubawab.tn/fr/pa/7942069/beau-terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-bou-akroucha-superficie-174-m%C2%B2
127,Vente bizerte terrains bord de mer dar el jana montagne,Jebel Bou Kroun à       Bizerte Sud      ,Terrain,1000,249 000,9.646734,37.243269,https://www.mubawab.tn/fr/a/7922384/vente-bizerte-terrains-bord-de-mer-dar-el-jana-montagne
