id,title,city,property,area(m²),price(TND),longitude,latitude,link
871,Terrain Agricole Abassisse à Vendre à Gafsa,Gafsa Nord      ,Terrain,30000,135 000,8.51465,34.35049,https://www.mubawab.tn/fr/a/7929337/terrain-agricole-abassisse-%C3%A0-vendre-%C3%A0-gafsa
872,Un terrain d'avenir,Kélibia      ,Terrain,675,76 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7847710/un-terrain-d-avenir
873,Terrain habitation ind. En vente,Cité Ennasr 2 à       Ariana Ville      ,Terrain,800,590 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7897303/terrain-habitation-ind-en-vente
874,Terrain viabilisé et amenagé,Zaouit Mornag à       Mornag      ,Terrain,341,190 000,10.29964,36.68902,https://www.mubawab.tn/fr/a/7900223/terrain-viabilis%C3%A9-et-amenag%C3%A9
875,A vendre un terrain pour promoteur r3 l'aouina,Aouina à       La Marsa      ,Terrain,1120,2 460 000,10.250490799999998,36.853388599999995,https://www.mubawab.tn/fr/a/7891962/a-vendre-un-terrain-pour-promoteur-r3-l-aouina
876,A vendre terrain titré 1040 m² à Boumhal Bassatine,Bou Mhel à       Boumhel Bassatine      ,Terrain,1040,850 000,10.34246,36.57724,https://www.mubawab.tn/fr/a/7929086/a-vendre-terrain-titr%C3%A9-1040-m%C2%B2-%C3%A0-boumhal-bassatine
877,A vendre terrain titré Lotissement Feki Mnihla,Mnihla à       Mnihla      ,Terrain,402,340 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7929075/a-vendre-terrain-titr%C3%A9-lotissement-feki-mnihla
878,A vendre un terrain en face Yasmine Hammamet,Hammamet Sud à       Hammamet      ,Terrain,225,135 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7906001/a-vendre-un-terrain-en-face-yasmine-hammamet
879,Terrain a vendre au Bardo,Le Bardo à       Le Bardo      ,Terrain,647,910 000,10.13736,36.83017,https://www.mubawab.tn/fr/a/7928783/terrain-a-vendre-au-bardo
880,Vente Terrain Zin,Nabeul à       Nabeul      ,Terrain,327,637 650,10.73505,36.45056,https://www.mubawab.tn/fr/a/7892829/vente-terrain-zin
881,Terrain agricole à dar allouche kélibia,Kélibia      ,Terrain,11000,195 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7841000/terrain-agricole-%C3%A0-dar-allouche-k%C3%A9libia
882,Lotissement à kélibia,Kélibia      ,Terrain,250,25 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7904313/lotissement-%C3%A0-k%C3%A9libia
883,Terrains Agricoles,Chorchef 2 à       Sidi Thabet      ,Terrain,4800,250 000,10.2243965,36.8240829,https://www.mubawab.tn/fr/a/7662482/terrains-agricoles
884,Rades plage,Rades Plage à       Rades      ,Terrain,266,200 000,10.2859918,36.7764986,https://www.mubawab.tn/fr/a/7891195/rades-plage
885,Jardins D El manzah 1,Mnihla à       Mnihla      ,Terrain,435,550 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7873114/jardins-d-el-manzah-1
886,Kalaat El Andalous,Kalaat Landalous à       Kalaat Landalous      ,Terrain,16000,200 000,10.1199168,37.0618319,https://www.mubawab.tn/fr/a/7879375/kalaat-el-andalous
887,Terrain Coccinelle à Vendre à Cité des pins,Cité Les Pins à       La Marsa      ,Terrain,1800,4 500 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7928406/terrain-coccinelle-%C3%A0-vendre-%C3%A0-cit%C3%A9-des-pins
888,"Terrain résidentiel ou commercial, Carthage Byrsa",Carthage Byrsa à       Carthage      ,Terrain,165,350 000,10.3258,36.8566,https://www.mubawab.tn/fr/a/7898256/terrain-r%C3%A9sidentiel-ou-commercial-carthage-byrsa
889,Terrain en vente à Mornaguia. Superficie 200 m²,Mornaguia à       Mornaguia      ,Terrain,200,60 000,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7670878/terrain-en-vente-%C3%A0-mornaguia-superficie-200-m%C2%B2
890,100 m² proche de terminus Bus 32 B et très proche de terminus du métro,Borj Chakir à       Sidi Hassine      ,Terrain,100,45 000,,,https://www.mubawab.tn/fr/a/7602674/100-m%C2%B2-proche-de-terminus-bus-32-b-et-tr%C3%A8s-proche-de-terminus-du-m%C3%A9tro
891,Terrain de rêve à proximité de la plage,Hammamet Sud à       Hammamet      ,Terrain,1021,178 000,10.568995,36.404007,https://www.mubawab.tn/fr/a/7895654/terrain-de-r%C3%AAve-%C3%A0-proximit%C3%A9-de-la-plage
892,Vente d'un lot de 500 m2 à Borj Youssef,Borj Youssef à       Sidi Thabet      ,Terrain,500,150 000,10.090592956542995,36.9474452949716,https://www.mubawab.tn/fr/a/7928171/vente-d-un-lot-de-500-m2-%C3%A0-borj-youssef
893,Terrain à acheter à Gammarth Village. Superficie 600 m²,Gammarth Village à       La Marsa      ,Terrain,600,570 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7908105/terrain-%C3%A0-acheter-%C3%A0-gammarth-village-superficie-600-m%C2%B2
894,À vendre un terrain à el manzah 1,El Menzah 1 à       El Menzah      ,Terrain,950,1 850 000,10.164723,36.84523500000001,https://www.mubawab.tn/fr/a/7220150/%C3%A0-vendre-un-terrain-%C3%A0-el-manzah-1
895,Un terrain à Vendre à Mornag,Mornag à       Mornag      ,Terrain,2700,390 000,10.29964,36.68902,https://www.mubawab.tn/fr/a/7915442/un-terrain-%C3%A0-vendre-%C3%A0-mornag
896,Un terrain à Vendre à El Menzah 1,El Menzah 1 à       El Menzah      ,Terrain,500,1 000 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7916086/un-terrain-%C3%A0-vendre-%C3%A0-el-menzah-1
897,Terrain Frida À Vendre À Carthage Byrsa,Carthage Byrsa à       Carthage      ,Terrain,208,720 000,10.3258,36.8566,https://www.mubawab.tn/fr/a/7927929/terrain-frida-%C3%A0-vendre-%C3%A0-carthage-byrsa
898,Magnifique terrain à construire,Chotrana 1 à       La Soukra      ,Terrain,1350,1 000 000,10.21781902681174,36.894774980627034,https://www.mubawab.tn/fr/a/7927848/magnifique-terrain-%C3%A0-construire
899,Terrain Angela à Vendre à Bizerte,Bizerte      ,Terrain,780,156 000,9.866667,37.266667,https://www.mubawab.tn/fr/a/7927917/terrain-angela-%C3%A0-vendre-%C3%A0-bizerte
900,Terrain Barbade à vendre à Bizerte,Bizerte      ,Terrain,3000,360 000,9.866667,37.266667,https://www.mubawab.tn/fr/a/7927896/terrain-barbade-%C3%A0-vendre-%C3%A0-bizerte
901,Terrain Citroën,Hammamet Nord à       Hammamet      ,Terrain,240,96 000,10.661894,36.41977299999999,https://www.mubawab.tn/fr/a/7907004/terrain-citro%C3%ABn
902,Terrain d'habitation vu de mer a djerba chbabia,Midoune à       Midoun      ,Terrain,2200,220 000,10.85,33.866667,https://www.mubawab.tn/fr/a/7927417/terrain-d-habitation-vu-de-mer-a-djerba-chbabia
903,Terrain a vendre a Tamozrat Kélibia,Kélibia      ,Terrain,200,49 500,11.0918,36.8493,https://www.mubawab.tn/fr/a/7927307/terrain-a-vendre-a-tamozrat-k%C3%A9libia
904,Terrain à vendre à République. Surface de 1100 m²,République à       Tunis      ,Terrain,1100,900 000,10.1856754,36.79236170000001,https://www.mubawab.tn/fr/a/7927298/terrain-%C3%A0-vendre-%C3%A0-r%C3%A9publique-surface-de-1100-m%C2%B2
905,"Terrain agricole, plus villa de 500m2 gros œuvre",Hebira      ,Terrain,36000,1 800 000,10.195478024455252,35.144713051334115,https://www.mubawab.tn/fr/a/7927272/terrain-agricole-plus-villa-de-500m2-gros-%C5%93uvre
906,Terrain forestier,Nefza      ,Terrain,1000,150 000,8.987015017931238,37.1063158990225,https://www.mubawab.tn/fr/a/7706141/terrain-forestier
907,Vente terrain centre ville tunis 576m²,Bab Bhar à       Tunis      ,Terrain,576,740 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7813052/vente-terrain-centre-ville-tunis-576m%C2%B2
908,Vente jabbes sidi thabet,Jabbes à       Sidi Thabet      ,Terrain,10600,535 000,10.2243965,36.8240829,https://www.mubawab.tn/fr/a/7776466/vente-jabbes-sidi-thabet
909,Nkhilette vente terrain 430 m2,Cité Ennkhilet à       Raoued      ,Terrain,430,250 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7914543/nkhilette-vente-terrain-430-m2
910,A vendre terrain 428 m² 5 min de la plage à Korba,Korba      ,Terrain,428,395 000,10.8582,36.5769,https://www.mubawab.tn/fr/a/7156005/a-vendre-terrain-428-m%C2%B2-5-min-de-la-plage-%C3%A0-korba
911,Achat de terrain à Cité el Ghazela. Superficie 1362 m²,Cité el Ghazela à       Raoued      ,Terrain,1362,1 290 000,10.1048,36.53203,https://www.mubawab.tn/fr/a/7927030/achat-de-terrain-%C3%A0-cit%C3%A9-el-ghazela-superficie-1362-m%C2%B2
912,Terrain Clôturé dont un Studio,Hammam Sousse à       Hammam Sousse      ,Terrain,300,320 000,10.5972,35.8569,https://www.mubawab.tn/fr/a/7926989/terrain-cl%C3%B4tur%C3%A9-dont-un-studio
913,Terrain à Vendre à Sidi Hamed,Hammamet à       Hammamet      ,Terrain,350,250 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7926934/terrain-%C3%A0-vendre-%C3%A0-sidi-hamed
914,Terrain à Vendre à Borj Louzir,Borj Louzir à       La Soukra      ,Terrain,359,270 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7926922/terrain-%C3%A0-vendre-%C3%A0-borj-louzir
915,À vendre Terrain de 2000m² vue sur mer à Daroufa,Beni Khiar à       Beni Khiar      ,Terrain,2000,400 000,10.78,36.47,https://www.mubawab.tn/fr/a/7903169/%C3%A0-vendre-terrain-de-2000m%C2%B2-vue-sur-mer-%C3%A0-daroufa
916,Terrain à vendre à Gammarth Touristique,Gammarth à       La Marsa      ,Terrain,624,1 435 200,10.325278,36.876389,https://www.mubawab.tn/fr/a/7908462/terrain-%C3%A0-vendre-%C3%A0-gammarth-touristique
917,A vendre un lot de terrain a Hammamet,Hammamet à       Hammamet      ,Terrain,5200,420 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7903699/a-vendre-un-lot-de-terrain-a-hammamet
918,A vendre terrain au bardo cité skik,Le Bardo à       Le Bardo      ,Terrain,658,658 000,10.13736,36.83017,https://www.mubawab.tn/fr/a/7905908/a-vendre-terrain-au-bardo-cit%C3%A9-skik
919,A vendre terrain au Bardo,Le Bardo à       Le Bardo      ,Terrain,1300,1 950 000,10.13736,36.83017,https://www.mubawab.tn/fr/a/7877352/a-vendre-terrain-au-bardo
920,Terrain pour immeuble centre ville nabeul,Nabeul à       Nabeul      ,Terrain,300,1 500 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7907952/terrain-pour-immeuble-centre-ville-nabeul
921,Terrain nu à vendre à AFH nabeul mrezga,Cité El Wafa à       Nabeul      ,Terrain,330,400 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7907067/terrain-nu-%C3%A0-vendre-%C3%A0-afh-nabeul-mrezga
922,Villa pied dans l'eau à sidi mahrsi nabeul,Sidi El Mahrsi à       Nabeul      ,Terrain,1000,6 000 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7907215/villa-pied-dans-l-eau-%C3%A0-sidi-mahrsi-nabeul
923,Terrain à vendre à cité Riadh,Sousse Riadh à       Sousse Riadh      ,Terrain,264,105 000,10.63392,35.81433,https://www.mubawab.tn/fr/a/7913082/terrain-%C3%A0-vendre-%C3%A0-cit%C3%A9-riadh
924,A vendre un lot de terrain avec 3 studio,Hammamet à       Hammamet      ,Terrain,12360,850 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7802157/a-vendre-un-lot-de-terrain-avec-3-studio
925,Terrain Promoteur Corléon À Vendre À Sidi Salah,Sidi Salah à       La Soukra      ,Terrain,4700,1 175 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7751840/terrain-promoteur-corl%C3%A9on-%C3%A0-vendre-%C3%A0-sidi-salah
926,Vente terrain à la zone industrielle Sidi Daoud,Gammarth à       La Marsa      ,Terrain,2188,2 700 000,10.308026791211105,36.870594288230265,https://www.mubawab.tn/fr/a/7696696/vente-terrain-%C3%A0-la-zone-industrielle-sidi-daoud
927,Un terrain de 1280m² Soukra Parc,La Soukra à       La Soukra      ,Terrain,1280,1 800 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7925931/un-terrain-de-1280m%C2%B2-soukra-parc
928,Terrain de 500m à rtiba haouaria,El Haouaria      ,Terrain,500,30 000,11.016667,37.05,https://www.mubawab.tn/fr/a/7906615/terrain-de-500m-%C3%A0-rtiba-haouaria
929,Terrain 5100 m² pour promotion immobilière,El Ouardia à       El Ouardia      ,Terrain,5100,3 570 000,10.21587,36.83561,https://www.mubawab.tn/fr/a/7855403/terrain-5100-m%C2%B2-pour-promotion-immobili%C3%A8re
930,Terrain El Aouina,Aouina à       La Marsa      ,Terrain,2500,3 250 000,10.2504908,36.8533886,https://www.mubawab.tn/fr/a/7914267/terrain-el-aouina
931,Terrain à Hammamet nord coté mer,Hammamet Nord à       Hammamet      ,Terrain,492,305 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7881375/terrain-%C3%A0-hammamet-nord-cot%C3%A9-mer
932,Terrain à vendre à mrezga nabeul,Hammamet Nord à       Hammamet      ,Terrain,300,330 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7925533/terrain-%C3%A0-vendre-%C3%A0-mrezga-nabeul
933,A vendre terrain à AV Hedi chaker,Hedi Chaker à       Tunis      ,Terrain,369,950 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7851481/a-vendre-terrain-%C3%A0-av-hedi-chaker
934,A vendre un terrain constructible à la Soukra,Chotrana 1 à       La Soukra      ,Terrain,250,250 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7925477/a-vendre-un-terrain-constructible-%C3%A0-la-soukra
935,A vendre des lots de terrain a El menchar Hammamet,Hammamet Sud à       Hammamet      ,Terrain,4134,165 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7878419/a-vendre-des-lots-de-terrain-a-el-menchar-hammamet
936,Terrain à Yasmine Hammamet,Yasmine Hammamet à       Hammamet      ,Terrain,347,416 400,10.61457,36.40108,https://www.mubawab.tn/fr/a/7417846/terrain-%C3%A0-yasmine-hammamet
937,"A vendre terrain 410m² viabilisé à Mrezga, Nabeul",Nabeul à       Nabeul      ,Terrain,410,390 000,10.67755096388666,36.4376118188083,https://www.mubawab.tn/fr/a/7924932/a-vendre-terrain-410m%C2%B2-viabilis%C3%A9-%C3%A0-mrezga-nabeul
938,Terrain a vendre 439m2,Chotrana 2 à       La Soukra      ,Terrain,439,530 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7924900/terrain-a-vendre-439m2
939,Terrain a vendre 1006m2,Chotrana 3 à       La Soukra      ,Terrain,1006,1 150 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7924865/terrain-a-vendre-1006m2
940,Terrain d’habitation 477m² à Jinen Beni khiar,Beni Khiar à       Beni Khiar      ,Terrain,477,333 900,10.78,36.47,https://www.mubawab.tn/fr/a/7924720/terrain-d%E2%80%99habitation-477m%C2%B2-%C3%A0-jinen-beni-khiar
941,A vendre terrain 487m2 à hammem sousse,Hammam Sousse à       Hammam Sousse      ,Terrain,487,292 000,10.5972,35.8569,https://www.mubawab.tn/fr/a/7921649/a-vendre-terrain-487m2-%C3%A0-hammem-sousse
942,Terrain Promoteur Bristol à Vendre à Téboursouk,Teboursouk      ,Terrain,5000,300 000,9.2973502,36.6749338,https://www.mubawab.tn/fr/a/7924609/terrain-promoteur-bristol-%C3%A0-vendre-%C3%A0-t%C3%A9boursouk
943,A vendre un beau terrain de 11000 m2,Tunis      ,Terrain,11000,495 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7924554/a-vendre-un-beau-terrain-de-11000-m2
944,A Vendre Un Terrain à Cité Waha 3 bizerte,Bizerte à       Bizerte Nord      ,Terrain,190,76 000,9.8708,37.272,https://www.mubawab.tn/fr/a/7886925/a-vendre-un-terrain-%C3%A0-cit%C3%A9-waha-3-bizerte
945,Terrain pour immeuble,Ben Arous à       Ben Arous      ,Terrain,522,10 050 000,10.22122,36.77228,https://www.mubawab.tn/fr/a/7924101/terrain-pour-immeuble
946,Avendr bien etranger,Zone Touristique à       Mahdia Ville      ,Terrain,560,530 000,11.0661,35.5044,https://www.mubawab.tn/fr/a/7924002/avendr-bien-etranger
947,Un lot de terrain à rue du parc,La Soukra à       La Soukra      ,Terrain,440,550 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7923991/un-lot-de-terrain-%C3%A0-rue-du-parc
948,Des Terrains à vendre près Salle des fêtes Khomssa,Hammamet Sud à       Hammamet      ,Terrain,1000,150 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7855287/des-terrains-%C3%A0-vendre-pr%C3%A8s-salle-des-f%C3%AAtes-khomssa
949,Vente lot avec titre et permis à Sidi Mahrez jerba,Midoun zone touristique      ,Terrain,431,431 000,10.987461,33.8115848,https://www.mubawab.tn/fr/a/7923937/vente-lot-avec-titre-et-permis-%C3%A0-sidi-mahrez-jerba
950,A Vendre Terrain à Methlin Bizerte,Bizerte à       Bizerte Nord      ,Terrain,350,56 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7923856/a-vendre-terrain-%C3%A0-methlin-bizerte
951,"A Vendre Terrain à Route sidi Ali el Maki, Ghar El Melh Bizerte",Bizerte à       Bizerte Nord      ,Terrain,680,238 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7923855/a-vendre-terrain-%C3%A0-route-sidi-ali-el-maki-ghar-el-melh-bizerte
952,"A Vendre Terrain Titrée à BIR MASOUGHA, Bizerte",Bizerte à       Bizerte Nord      ,Terrain,171,34 200,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7923854/a-vendre-terrain-titr%C3%A9e-%C3%A0-bir-masougha-bizerte
953,Terrain pour promotion R2 Ariana Centre,Ariana à       Ariana Ville      ,Terrain,2889,3 180 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7923659/terrain-pour-promotion-r2-ariana-centre
954,Un beau terrain à Mrezga Hammamet Nord,Hammamet Nord à       Hammamet      ,Terrain,322,225 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7855488/un-beau-terrain-%C3%A0-mrezga-hammamet-nord
955,Vente terrain à La Manouba. Surface totale 402 m²,La Manouba à       La Manouba      ,Terrain,402,220 000,10.171985099999999,36.884312499999986,https://www.mubawab.tn/fr/a/7923540/vente-terrain-%C3%A0-la-manouba-surface-totale-402-m%C2%B2
956,Jardins d'el menzah 2,El Omrane Supérieur à       El Omrane Superieur      ,Terrain,1300,2 600 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7923436/jardins-d-el-menzah-2
957,Tarrain à vendre kairouan,Kairouan Ville à       Kairouan Ville      ,Terrain,323,193 000,10.0924,35.6776,https://www.mubawab.tn/fr/a/7902376/tarrain-%C3%A0-vendre-kairouan
958,Tarrain à vendre kairouan,Kairouan Nord      ,Terrain,7000,100 000,10.08526,35.43024,https://www.mubawab.tn/fr/a/7904332/tarrain-%C3%A0-vendre-kairouan
959,A vendre 1832m² à Beni wael Hammamet,Hammamet à       Hammamet      ,Terrain,1832,155 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7917678/a-vendre-1832m%C2%B2-%C3%A0-beni-wael-hammamet
960,A vendre 150m² à Sidi Jedidi Hammamet,Hammamet Sud à       Hammamet      ,Terrain,150,28 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7859803/a-vendre-150m%C2%B2-%C3%A0-sidi-jedidi-hammamet
961,Corniche bizerte,Bizerte Le Corniche à       Bizerte Nord      ,Terrain,750,265 000,10.20872,37.191062,https://www.mubawab.tn/fr/a/7835419/corniche-bizerte
962,Un terrain de 620m2 avec une structure inachevée,Chotrana 3 à       La Soukra      ,Terrain,620,1 100 000,10.217961,36.896544,https://www.mubawab.tn/fr/a/7900760/un-terrain-de-620m2-avec-une-structure-inachev%C3%A9e
963,Un terrain de 480m² chotrana 1,Chotrana 1 à       La Soukra      ,Terrain,480,625 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7893907/un-terrain-de-480m%C2%B2-chotrana-1
964,Terrain à vendre à kharrouba hammamet nord,Hammamet Nord à       Hammamet      ,Terrain,280,300 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7905263/terrain-%C3%A0-vendre-%C3%A0-kharrouba-hammamet-nord
965,A VENDRE un terrain dans la zone touristique de nabeul,Nabeul à       Nabeul      ,Terrain,800,720 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7903747/a-vendre-un-terrain-dans-la-zone-touristique-de-nabeul
966,Terrain de 600m2 à kraksi hammamet nord,Hammamet Nord à       Hammamet      ,Terrain,600,320 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7715743/terrain-de-600m2-%C3%A0-kraksi-hammamet-nord
967,Terrain nu à sidi mahrsi zone touristique,Sidi El Mahrsi à       Nabeul      ,Terrain,620,1 120 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7905883/terrain-nu-%C3%A0-sidi-mahrsi-zone-touristique
968,Terrain à dharoufa deuxième position de la mer,El Maamoura      ,Terrain,2500,600 000,10.8,36.466667,https://www.mubawab.tn/fr/a/7905961/terrain-%C3%A0-dharoufa-deuxi%C3%A8me-position-de-la-mer
969,Terrain dans la zone touristique de hammamet,Hammamet Nord à       Hammamet      ,Terrain,2100,3 570 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7906092/terrain-dans-la-zone-touristique-de-hammamet
970,Terrain à sidi mtir bouficha,Bouficha      ,Terrain,10000,180 000,10.45554,36.30084,https://www.mubawab.tn/fr/a/7905440/terrain-%C3%A0-sidi-mtir-bouficha
971,Terrain nu à AFH nabeul mrezga,Cité El Wafa à       Nabeul      ,Terrain,340,410 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7903671/terrain-nu-%C3%A0-afh-nabeul-mrezga
972,Terrain nu à vendre à cité el wafa mrezga nabeul,Cité El Wafa à       Nabeul      ,Terrain,350,420 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7902844/terrain-nu-%C3%A0-vendre-%C3%A0-cit%C3%A9-el-wafa-mrezga-nabeul
973,Terrain nu pour promoteur immobilier,Nabeul à       Nabeul      ,Terrain,800,1 200 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7903729/terrain-nu-pour-promoteur-immobilier
974,Terrain nu à vendre à mrezgua hammamet,Hammamet à       Hammamet      ,Terrain,600,580 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7903006/terrain-nu-%C3%A0-vendre-%C3%A0-mrezgua-hammamet
975,Terrain nu à cité mora nabeul,Nabeul à       Nabeul      ,Terrain,450,450 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7903710/terrain-nu-%C3%A0-cit%C3%A9-mora-nabeul
976,Terrain pour promoteur à nabeul,Nabeul à       Nabeul      ,Terrain,347,870 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7903716/terrain-pour-promoteur-%C3%A0-nabeul
977,Terrain pour promotion immobilière,Nabeul à       Nabeul      ,Terrain,1000,3 000 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7914818/terrain-pour-promotion-immobili%C3%A8re
978,Terrain dans la zone touristique hammamet nord,Hammamet Nord à       Hammamet      ,Terrain,2100,3 200 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7912429/terrain-dans-la-zone-touristique-hammamet-nord
979,Terrain à vendre à cité el wafa mrezga,Cité El Wafa à       Nabeul      ,Terrain,330,400 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7907209/terrain-%C3%A0-vendre-%C3%A0-cit%C3%A9-el-wafa-mrezga
980,Terrain nu pied dans l'eau à maamoura plage,El Maamoura      ,Terrain,900,1 500 000,10.8,36.466667,https://www.mubawab.tn/fr/a/7905437/terrain-nu-pied-dans-l-eau-%C3%A0-maamoura-plage
981,Terrain à cité les jasmins nabeul zone touristique,Neapolis à       Nabeul      ,Terrain,770,780 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7914721/terrain-%C3%A0-cit%C3%A9-les-jasmins-nabeul-zone-touristique
982,Terrain pour promoteur immobilier au centre ville,Nabeul à       Nabeul      ,Terrain,500,1 000 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7914903/terrain-pour-promoteur-immobilier-au-centre-ville
983,Terrain pour immeuble au centre ville de nabeul,Nabeul à       Nabeul      ,Terrain,400,950 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7914919/terrain-pour-immeuble-au-centre-ville-de-nabeul
984,Terrain nu à sidi mahrsi zone touristique nabeul,Sidi El Mahrsi à       Nabeul      ,Terrain,340,620 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7905853/terrain-nu-%C3%A0-sidi-mahrsi-zone-touristique-nabeul
985,Terrain à sidi mahrsi nabeul,Sidi El Mahrsi à       Nabeul      ,Terrain,380,550 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7917121/terrain-%C3%A0-sidi-mahrsi-nabeul
986,Terrain agricole à sidi jdidi sur voie goudronée,Hammamet à       Hammamet      ,Terrain,10000,250 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7910279/terrain-agricole-%C3%A0-sidi-jdidi-sur-voie-goudron%C3%A9e
987,Terrain à hammamet _kharrouba,Hammamet Nord à       Hammamet      ,Terrain,297,178 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7683278/terrain-%C3%A0-hammamet-kharrouba
988,Terrain à sidi mahrsi zone touristique,Sidi El Mahrsi à       Nabeul      ,Terrain,460,700 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7911517/terrain-%C3%A0-sidi-mahrsi-zone-touristique
989,Terrain Villa Glimpse à Vendre à La Marsa,La Marsa à       La Marsa      ,Terrain,340,900 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7923198/terrain-villa-glimpse-%C3%A0-vendre-%C3%A0-la-marsa
990,Terrain en vente à carthage. Surface de 6300 m²,Gammarth à       La Marsa      ,Terrain,6300,7 000 000,10.309136946287953,36.862915540714624,https://www.mubawab.tn/fr/a/7922931/terrain-en-vente-%C3%A0-carthage-surface-de-6300-m%C2%B2
991,Terrain à vendre,La Soukra à       La Soukra      ,Terrain,500,750 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7922900/terrain-%C3%A0-vendre
992,Beau terrain sur tazdayne,Djerba à       Djerba      ,Terrain,2600,260 000,10.8451467,33.8075978,https://www.mubawab.tn/fr/a/7922570/beau-terrain-sur-tazdayne
993,Terrain 2500 M2 sur la route d agir,Djerba à       Djerba      ,Terrain,2500,190 000,10.8451467,33.8075978,https://www.mubawab.tn/fr/a/7898814/terrain-2500-m2-sur-la-route-d-agir
994,Terrain au Hammamet Sud à vendre,Hammamet Sud à       Hammamet      ,Terrain,175,33 000,10.568995,36.404007,https://www.mubawab.tn/fr/a/7899346/terrain-au-hammamet-sud-%C3%A0-vendre
995,Terrain agricole jbal ouest Zaghouan 10 Hectares,Jebel El Oust      ,Terrain,100000,350 000,10.061818135276793,36.55678650519867,https://www.mubawab.tn/fr/a/7922382/terrain-agricole-jbal-ouest-zaghouan-10-hectares
996,Terrain de 204m² à Hammamet Nord,Hammamet Nord à       Hammamet      ,Terrain,204,150 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7922311/terrain-de-204m%C2%B2-%C3%A0-hammamet-nord
997,Un beau terrain à hammamet,Hammamet à       Hammamet      ,Terrain,200,100 000,10.568995,36.404007,https://www.mubawab.tn/fr/a/7755599/un-beau-terrain-%C3%A0-hammamet
