id,title,city,property,area(m²),rooms,price(TND),longitude,latitude,link
836,Maison à vendre. 3 pièces. Espace vert,Sers      ,Maison,346,3,70 000,8.6901089,36.0002464,https://www.mubawab.tn/fr/a/7778285/maison-%C3%A0-vendre-3-pi%C3%A8ces-espace-vert
837,Duplexe,Monastir Ville à       Monastir Ville      ,Maison,230,3,400 000,10.833333,35.783333,https://www.mubawab.tn/fr/a/7778084/duplexe
838,Vente maison à Zone touristique. 3 chambres agréables. Jardin et terrasse,Zone touristique à       Midoun      ,Maison,200,3,180 000,10.987879760183764,33.81409640586857,https://www.mubawab.tn/fr/a/7608786/vente-maison-%C3%A0-zone-touristique-3-chambres-agr%C3%A9ables-jardin-et-terrasse
839,Maison à vendre avec deux appartements,Mnihla à       Mnihla      ,Maison,159,4,295 000,10.114318,36.876188,https://www.mubawab.tn/fr/a/7777981/maison-%C3%A0-vendre-avec-deux-appartements
840,Cherche a acheter,Sidi El Mahrsi à       Nabeul      ,Maison,200,2,500 000,10.748872,36.466135,https://www.mubawab.tn/fr/a/7777915/cherche-a-acheter
841,A vendre un triplex avec jardin à la Soukra,La Soukra à       La Soukra      ,Maison,293,7,970 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7596447/a-vendre-un-triplex-avec-jardin-%C3%A0-la-soukra
842,Villa RDC & 2 Appartements au 1er étage,Sousse Ville à       Sousse Ville      ,Maison,400,7,375 000,10.6339,35.8273,https://www.mubawab.tn/fr/a/7777091/villa-rdc-2-appartements-au-1er-%C3%A9tage
843,Maison inachevée a cité el katira borj cedria,Soliman      ,Maison,326,3,240 000,10.43638039494078,36.69904881222752,https://www.mubawab.tn/fr/a/7776427/maison-inachev%C3%A9e-a-cit%C3%A9-el-katira-borj-cedria
844,Villa S3 acite ennasr Sidi Abdelaziz La Marsa,La Marsa à       La Marsa      ,Maison,300,3,630 000,10.317342856502934,36.887672714531,https://www.mubawab.tn/fr/a/7775382/villa-s3-acite-ennasr-sidi-abdelaziz-la-marsa
845,Très belle maison en vente à Kalaat Landalous. Superficie 216 m²,Kalaat Landalous à       Kalaat Landalous      ,Maison,216,2,90 000,10.1199168,37.0618319,https://www.mubawab.tn/fr/a/7774170/tr%C3%A8s-belle-maison-en-vente-%C3%A0-kalaat-landalous-superficie-216-m%C2%B2
846,Appartement a residence baraka,Hammam Lif à       Hammam Lif      ,Maison,124,3,180 000,10.331219734159895,36.732028585191536,https://www.mubawab.tn/fr/a/7773947/appartement-a-residence-baraka
847,Maison a ne pas rater,Cité Bouzaiene à       El Hrairia      ,Maison,430,4,390 000,,,https://www.mubawab.tn/fr/a/7736504/maison-a-ne-pas-rater
848,Maison a ne pas rater,Cité Bouzaiene à       El Hrairia      ,Maison,430,4,390 000,,,https://www.mubawab.tn/fr/a/7736504/maison-a-ne-pas-rater
849,Maison arabe traditionelle,El Halfaouine à       Tunis      ,Maison,170,3,260 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7735199/maison-arabe-traditionelle
